Publicar,sku,nombre_producto,Descripciones,nombre_variante,grupo_variante,presentacion,color,categoria,subcategoria,precio_cop,stock,gestionar_stock,peso_kg,codigo_industrial,url_slug,imagen_principal,galeria_imagenes,usos,caracteristicas,aplicacion_faq,pre_tratamiento,ficha_tecnica_url,ghs_pictogramas,precauciones_h,consejos_prudencia_p,modo_empleo
SI,CO-PC-080,PROF. CARPINTERO CTE," Es un adhesivo listo para usar, a base de cauchos y resinas sintéticas en solventes orgánicos.

Usos Principales:
Ideal para unir cuero, fieltro, madera, fórmica, aglomerados, espumas y materiales sintéticos.
Adecuado para enchapados de carpintería y mueblería, fijación de acabados en construcción y tapicería (muebles y vehículos).
",PROF. CARPINTERO CTE 8 Gal,CO-PC,8 Gal,,Maderas,Tapicería,,0,1,,1111200283,prof-carpintero-cte-8-gal,products/Prof Carpintero CTE/Prof_Carpintero_CTE_8Gal/Porf_Carpintero_8Gal.jpg,,ADHESIVO DE CONTACTO PARA MADERA Y TAPICERÍA,Alta fuerza inicial Fácil aplicación Excelente adhesión final Acabado limpio,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,CO-PC-530,PROF. CARPINTERO CTE," Es un adhesivo listo para usar, a base de cauchos y resinas sintéticas en solventes orgánicos.

Usos Principales:
Ideal para unir cuero, fieltro, madera, fórmica, aglomerados, espumas y materiales sintéticos.
Adecuado para enchapados de carpintería y mueblería, fijación de acabados en construcción y tapicería (muebles y vehículos).
",PROF. CARPINTERO CTE 53 Gal,CO-PC,53 Gal,,Maderas,Tapicería,,0,1,,93636068,prof-carpintero-cte-53-gal,products/Prof Carpintero CTE/Prof_Carpintero_CTE_53Gal/Prof_Carpintero_53Gal.jpg,,ADHESIVO DE CONTACTO PARA MADERA Y TAPICERÍA,Alta fuerza inicial Fácil aplicación Excelente adhesión final Acabado limpio,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",,,375cc,,Maderas,Tapicería,,,,,,,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_375/Prof_Carpintero_Incoloro_375-01.jpg,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_375/Prof_Carpintero_Incoloro_375-02.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",,,750cc,,Maderas,Tapicería,,,,,,,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_750/Prof_Carpintero_Incoloro_750-01.jpg,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_750/Prof_Carpintero_Incoloro_750-02.jpg|products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_750/Prof_Carpintero_Incoloro_750-03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",,,2000,,Maderas,Tapicería,,,,,,,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_2000/Prof_Carpintero_Incoloro_2000-01.jpg,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_2000/Prof_Carpintero_Incoloro_2000-02.jpg|products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_2000/Prof_Carpintero_Incoloro_2000-03.jpg,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,CO-PI-003,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",PROF. CARPINTERO INCOLORO 3L,CO-PI,3000,,Maderas,Tapicería,,0,1,,1111200217,prof-carpintero-incoloro-3l,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_3000/Prof_Carpintero_Incoloro_3000-01.jpg,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_3000/Prof_Carpintero_Incoloro_3000-02.jpg|products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_3000/Prof_Carpintero_Incoloro_3000-03.jpg,ADHESIVO DE CONTACTO PARA MADERA Y TAPICERÍA,Alta fuerza inicial Fácil aplicación Excelente adhesión final Acabado limpio,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,CO-PI-040,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",PROF. CARPINTERO INCOLORO 4 Gal,CO-PI,4 Gal,,Maderas,Tapicería,,0,1,,1111200226,prof-carpintero-incoloro-4-gal,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_4Gal/Prof_Carpíntero_4.5Gal.jpg,,ADHESIVO DE CONTACTO PARA MADERA Y TAPICERÍA,Alta fuerza inicial Fácil aplicación Excelente adhesión final Acabado limpio,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,CO-PI-080,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",PROF. CARPINTERO INCOLORO 8 Gal,CO-PI,8 Gal,,Maderas,Tapicería,,0,1,,1111200283,prof-carpintero-incoloro-8-gal,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_8Gal/Porf_Carpintero_8Gal.jpg,,ADHESIVO DE CONTACTO PARA MADERA Y TAPICERÍA,Alta fuerza inicial Fácil aplicación Excelente adhesión final Acabado limpio,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,,PROF. CARPINTERO INCOLORO,"Es un adhesivo de contacto incoloro a base de solvente (Policloropreno, resinas sintéticas y solventes orgánicos). 

Usos Principales:
Materiales: Diseñado para unir cuero, carnaza, fieltro, madera, corcho y cartón, entre otros.
Industrias: Ideal para calzado y marroquinería (montaje, forrado, doblado y laminado), carpintería, mueblería, construcción (tapetes y guarda escobas) y tapicería automotriz.",,,53 Gal,,Maderas,Tapicería,,,,,,,products/Prof Carpintero Incoloro/Prof_Carpintero_Incoloro_8Gal/Porf_Carpintero_8Gal.jpg,,,,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal si se ingiere y entra en vías respiratorias. H315: Irrita la piel. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en órganos por exposición prolongada.,"P201: Solicitar instrucciones antes de usar. P210: Mantener alejado de calor o chispas. P260: No respirar vapores. P280: Usar protección personal. P301+P310: En caso de ingestión, llamar de inmediato a un médico. P331: No provocar vómito. P302+P352: En caso de contacto con la piel, lavar con agua y jabón. P304+P340: En caso de inhalación, llevar a aire fresco. P308+P313: En caso de exposición, consultar al médico. P403+P235: Almacenar en lugar ventilado y fresco.","Preparar: Agitar el producto; superficies limpias, secas y sin grasa. 2. Aplicar: Aplicar capa uniforme en ambas caras. 3. Secado: Esperar 15-25 min; en materiales porosos aplicar segunda capa a los 10 min. 4. Unir: Juntar y ejercer presión uniforme en un solo sentido."
SI,AU-A1-750,ACTIVADOR I-111,"Es un prepegante líquido amarillo, listo para usar, a base de cauchos y resinas sintéticas en solventes orgánicos.

Usos principales:
Actúa como ""primer"" para pegantes de policloropreno (PCP/amarillos).
Refuerza materiales difíciles como Evas, viras de caucho y salpas.
Mejora la adherencia sobre cauchos vulcanizados con pegantes Incaflex, Megafort o Calzafort.",ACTIVADOR I-111 750cc,AU-A1,750cc,,Auxiliar,Multiusos,,0,1,,331010109,activador-i-111-750cc,products/Activador I- 111/Activador_I-111_750/Activador_I-111_750-01.jpg,products/Activador I- 111/Activador_I-111_750/Activador_I-111_750-02.jpg|products/Activador I- 111/Activador_I-111_750/Activador_I-111_750-03.jpg,ACTIVADOR DE ADHESIÓN PARA PCP,Mejora adherencia Optimiza pegado PCP Refuerza unión Activa superficies difíciles,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P201: solicitar instrucciones especiales antes del uso. P210: mantener alejado del calor, chispas y llamas, no fumar. P260: no respirar los vapores. P280: usar guantes, ropa y protección ocular/facial. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P302+P352: en contacto con la piel, lavar con abundante agua y jabón. P304 + P340: en caso de inhalación, trasladar al aire libre. P308 + P313: en caso de exposición, consultar a un médico. P403 + P235: almacenar en lugar ventilado y mantener fresco.","Preparar: asegure que las superficies estén limpias y ligeramente ásperas; 2. Aplicar: aplique el activador uniformemente con brocha, cepillo, rodillo o máquina en ambas superficies; 3. Secado: deje secar entre 10 y 15 minutos sin exceder 60 minutos; 4. Unir: aplique posteriormente el adhesivo de policloropreno y continúe el proceso de pegado."
SI,AU-A1-003,ACTIVADOR I-111,"Es un prepegante líquido amarillo, listo para usar, a base de cauchos y resinas sintéticas en solventes orgánicos.

Usos principales:
Actúa como ""primer"" para pegantes de policloropreno (PCP/amarillos).
Refuerza materiales difíciles como Evas, viras de caucho y salpas.
Mejora la adherencia sobre cauchos vulcanizados con pegantes Incaflex, Megafort o Calzafort.",ACTIVADOR I-111 3L,AU-A1,3000,,Auxiliar,Multiusos,,0,1,,331010117,activador-i-111-3l,products/Activador I- 111/Activador_I-111_3000/Activador_I-111_3000-01.jpg,products/Activador I- 111/Activador_I-111_3000/Activador_I-111_3000-02.jpg|products/Activador I- 111/Activador_I-111_3000/Activador_I-111_3000-03.jpg,ACTIVADOR DE ADHESIÓN PARA PCP,Mejora adherencia Optimiza pegado PCP Refuerza unión Activa superficies difíciles,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P201: solicitar instrucciones especiales antes del uso. P210: mantener alejado del calor, chispas y llamas, no fumar. P260: no respirar los vapores. P280: usar guantes, ropa y protección ocular/facial. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P302+P352: en contacto con la piel, lavar con abundante agua y jabón. P304 + P340: en caso de inhalación, trasladar al aire libre. P308 + P313: en caso de exposición, consultar a un médico. P403 + P235: almacenar en lugar ventilado y mantener fresco.","Preparar: asegure que las superficies estén limpias y ligeramente ásperas; 2. Aplicar: aplique el activador uniformemente con brocha, cepillo, rodillo o máquina en ambas superficies; 3. Secado: deje secar entre 10 y 15 minutos sin exceder 60 minutos; 4. Unir: aplique posteriormente el adhesivo de policloropreno y continúe el proceso de pegado."
SI,AU-A1-045,ACTIVADOR I-111,"Es un prepegante líquido amarillo, listo para usar, a base de cauchos y resinas sintéticas en solventes orgánicos.

Usos principales:
Actúa como ""primer"" para pegantes de policloropreno (PCP/amarillos).
Refuerza materiales difíciles como Evas, viras de caucho y salpas.
Mejora la adherencia sobre cauchos vulcanizados con pegantes Incaflex, Megafort o Calzafort.",ACTIVADOR I-111 4.5 Gal,AU-A1,4.5 Gal,,Auxiliar,Multiusos,,0,1,,331010127,activador-i-111-4-5-gal,products/Activador I- 111/Activador_I-111_4.5Gal/Activador_1-111_4.5Gal-01.jpg,,ACTIVADOR DE ADHESIÓN PARA PCP,Mejora adherencia Optimiza pegado PCP Refuerza unión Activa superficies difíciles,,,,,H225: Líquido y vapores muy inflamables. H304: Puede ser mortal en caso de ingestión y penetración en las vías respiratorias. H315: Provoca irritación cutánea. H336: Puede provocar somnolencia o vértigo. H361d: Se sospecha que daña al feto. H373: Puede provocar daños en los órganos tras exposiciones prolongadas o repetidas.,"P201: solicitar instrucciones especiales antes del uso. P210: mantener alejado del calor, chispas y llamas, no fumar. P260: no respirar los vapores. P280: usar guantes, ropa y protección ocular/facial. P301 + P310: en caso de ingestión, llamar inmediatamente a un centro de toxicología o médico. P331: no provocar el vómito. P302+P352: en contacto con la piel, lavar con abundante agua y jabón. P304 + P340: en caso de inhalación, trasladar al aire libre. P308 + P313: en caso de exposición, consultar a un médico. P403 + P235: almacenar en lugar ventilado y mantener fresco.","Preparar: asegure que las superficies estén limpias y ligeramente ásperas; 2. Aplicar: aplique el activador uniformemente con brocha, cepillo, rodillo o máquina en ambas superficies; 3. Secado: deje secar entre 10 y 15 minutos sin exceder 60 minutos; 4. Unir: aplique posteriormente el adhesivo de policloropreno y continúe el proceso de pegado."
SI,AB-TI-375,TINTA ITALIANA,"Es un prepegante listo para usar, formulado con cauchos y resinas sintéticas en solventes orgánicos. 

Usos Principales: Se utiliza principalmente para tapar poros en cantos de suelas, tacones y cortes de cuero, ofreciendo un acabado de tacto suave, alto brillo, y resistencia a la fricción y flexión.",TINTA ITALIANA 375cc,AB-TI,375cc,,Marroquinería,Calzado,,0,1,,2210080204,tinta-italiana-375cc,products/Tinta Italiana/Tinta_Iltaliana_375/Tinta_Iltaliana_375-01.jpg,products/Tinta Italiana/Tinta_Iltaliana_375/Tinta_Iltaliana_375-02.jpg|products/Tinta Italiana/Tinta_Iltaliana_375/Tinta_Iltaliana_375-03.jpg,ACABADO DE ALTO BRILLO PARA CUERO,Alto poder de coloración Alto brillo y tacto suave Resistente a fricción y flexión Excelente cubrimiento de poros,,,,,No es una sustancia o mezcla peligrosa,"Usar en áreas ventiladas. Evitar contacto con ojos y piel. Mantener fuera del alcance de los niños. En caso de contacto con los ojos, enjuagar con abundante agua.",Preparar: Lijar la superficie (grano grueso y luego fino) y retirar el polvillo. 2. Aplicar: Aplicar 2-3 capas uniformes con esponja o dedal (en cantos 1-2 capas). 3. Secado: Dejar secar entre capas aprox. 30 min. 4. Unir: Pulir con textil; para mejor resultado empastar previamente y dar brillo con paño o cepillo.
SI,AB-TI-036,TINTA ITALIANA,"Es un prepegante listo para usar, formulado con cauchos y resinas sintéticas en solventes orgánicos. 

Usos Principales: Se utiliza principalmente para tapar poros en cantos de suelas, tacones y cortes de cuero, ofreciendo un acabado de tacto suave, alto brillo, y resistencia a la fricción y flexión.",TINTA ITALIANA 3.6L,AB-TI,3600,,Marroquinería,Calzado,,0,1,,2210080218,tinta-italiana-3-6l,products/Tinta Italiana/Tinta_Iltaliana_3600/Tinta_Iltaliana_3600-01.jpg,products/Tinta Italiana/Tinta_Iltaliana_3600/Tinta_Iltaliana_3600-02.jpg|products/Tinta Italiana/Tinta_Iltaliana_3600/Tinta_Iltaliana_3600-03.jpg,ACABADO DE ALTO BRILLO PARA CUERO,Alto poder de coloración Alto brillo y tacto suave Resistente a fricción y flexión Excelente cubrimiento de poros,,,,,No es una sustancia o mezcla peligrosa,"Usar en áreas ventiladas. Evitar contacto con ojos y piel. Mantener fuera del alcance de los niños. En caso de contacto con los ojos, enjuagar con abundante agua.",Preparar: Lijar la superficie (grano grueso y luego fino) y retirar el polvillo. 2. Aplicar: Aplicar 2-3 capas uniformes con esponja o dedal (en cantos 1-2 capas). 3. Secado: Dejar secar entre capas aprox. 30 min. 4. Unir: Pulir con textil; para mejor resultado empastar previamente y dar brillo con paño o cepillo.
NO,AC-PI-750,ACUAPIEL,,ACUAPIEL 750cc,AC-PI,750cc,,Calzado,Marroquinería,,0,1,,1 kg NO REGISTRA,acuapiel-750cc,products/acuapiel/750-01.jpg,products/acuapiel/750-02.jpg|products/acuapiel/750-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PI-040,ACUAPIEL,,ACUAPIEL 4 Gal,AC-PI,4 Gal,,Calzado,Marroquinería,,0,1,,4kg 1177010123,acuapiel-4-gal,products/acuapiel/040-01.jpg,products/acuapiel/040-02.jpg|products/acuapiel/040-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PI-045,ACUAPIEL,,ACUAPIEL 4.5 Gal,AC-PI,4.5 Gal,,Calzado,Marroquinería,,0,1,,10kg NO REGISTRA,acuapiel-4-5-gal,products/acuapiel/045-01.jpg,products/acuapiel/045-02.jpg|products/acuapiel/045-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PI-150,ACUAPIEL,,ACUAPIEL 15 Gal,AC-PI,15 Gal,,Calzado,Marroquinería,,0,1,,20kg 1177010130,acuapiel-15-gal,products/acuapiel/150-01.jpg,products/acuapiel/150-02.jpg|products/acuapiel/150-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PS-750,ACUAPIEL  Spray,,ACUAPIEL  Spray 750cc,AC-PS,750cc,,Calzado,Marroquinería,,0,1,,2 kg NO REGISTRA 1K SI 1177010211,acuapiel-spray-750cc,products/acuapiel-spray/750-01.jpg,products/acuapiel-spray/750-02.jpg|products/acuapiel-spray/750-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PS-040,ACUAPIEL  Spray,,ACUAPIEL  Spray 4 Gal,AC-PS,4 Gal,,Calzado,Marroquinería,,0,1,,4kg 1177010223,acuapiel-spray-4-gal,products/acuapiel-spray/040-01.jpg,products/acuapiel-spray/040-02.jpg|products/acuapiel-spray/040-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PS-045,ACUAPIEL  Spray,,ACUAPIEL  Spray 4.5 Gal,AC-PS,4.5 Gal,,Calzado,Marroquinería,,0,1,,10kg NO REGISTRA,acuapiel-spray-4-5-gal,products/acuapiel-spray/045-01.jpg,products/acuapiel-spray/045-02.jpg|products/acuapiel-spray/045-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-PS-150,ACUAPIEL  Spray,,ACUAPIEL  Spray 15 Gal,AC-PS,15 Gal,,Calzado,Marroquinería,,0,1,,20kg 1177010230,acuapiel-spray-15-gal,products/acuapiel-spray/150-01.jpg,products/acuapiel-spray/150-02.jpg|products/acuapiel-spray/150-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
NO,AC-P1-750,ACUAPIEL  015NS,,ACUAPIEL  015NS 750cc,AC-P1,750cc,,Calzado,Marroquinería,,0,1,,3 kg,acuapiel-015ns-750cc,products/acuapiel-015ns/750-01.jpg,products/acuapiel-015ns/750-02.jpg|products/acuapiel-015ns/750-03.jpg,ADHESIVO BASE AGUA PARA CUERO Y CALZADO,Alta viscosidad Secado controlado Aplicación uniforme Base agua segura,,,,GHS07|GHS08|GHS09,,,
